96_oto_tray_barcode,96_oto_tray_position,48_DWP_tray_barcode,48_DWP_tray_position,box_number,oto_broken,oto_side,comment,Date,Initials
50925,4,14595,D5,,,LEFT,,5/18/2021,JB
50925,5,14595,E5,,,LEFT,,5/18/2021,JB
50925,6,14595,F5,,,LEFT,,5/18/2021,JB
50925,7,14595,G5,,,LEFT,,5/18/2021,JB
50925,8,14595,H5,,,LEFT,,5/18/2021,JB
50925,9,22558,A1,,,LEFT,,5/20/2021,DB
50925,10,22558,B1,,,LEFT,,5/20/2021,DB
50925,11,22558,C1,,,LEFT,,5/20/2021,DB
50925,12,22558,D1,,,LEFT,,5/20/2021,DB
50925,13,22558,E1,,,LEFT,,5/20/2021,DB
50925,14,22558,F1,,,LEFT,,5/20/2021,DB
50925,15,22558,G1,,,LEFT,,5/20/2021,DB
50925,16,22558,H1,,,LEFT,,5/20/2021,DB
50925,17,22558,D2,,,LEFT,,5/20/2021,DB
50925,18,22558,E2,,,LEFT,,5/20/2021,DB
50925,19,22558,F2,,,LEFT,,5/20/2021,DB
50925,20,22558,G2,,,LEFT,,5/20/2021,DB
50925,21,22558,H2,,,LEFT,,5/20/2021,DB
50925,22,22558,H2,,,UNK,,5/20/2021,DB
50925,23,22558,F3,,,UNK,,5/20/2021,DB
50925,24,22558,G3,,,UNK,,5/20/2021,DB
50925,25,22558,G3,,,UNK,,5/20/2021,DB
50925,26,22558,A4,,,LEFT,,5/20/2021,DB
50925,27,22558,B4,,,LEFT,,5/20/2021,DB
50925,28,22558,C4,,,LEFT,,5/20/2021,DB
50925,29,22558,C4,,,LEFT,,5/20/2021,DB
50925,30,22558,E4,,,LEFT,,5/20/2021,DB
50925,31,22558,F4,,,LEFT,,5/20/2021,DB
50925,32,22558,F4,,,UNK,,5/20/2021,DB
50925,33,22558,F4,,,UNK,,5/20/2021,DB
50925,34,22558,G4,,TRUE,LEFT,,5/20/2021,DB
50925,35,22558,B5,,,LEFT,,5/20/2021,DB
50925,36,22558,C5,,,UNK,,5/20/2021,DB
50925,37,22558,C5,,,UNK,,5/20/2021,DB
50925,38,22558,D5,,,LEFT,,5/20/2021,DB
50925,39,22558,E5,,,LEFT,,5/20/2021,DB
50925,40,22558,F5,,,LEFT,,5/20/2021,DB
50925,41,22558,G5,,,LEFT,,5/20/2021,DB
50925,42,22558,H5,,,LEFT,,5/20/2021,DB
50925,43,14640,A2,,,LEFT,,5/20/2021,DB
50925,44,14640,B2,,,LEFT,,5/20/2021,DB
50925,45,14640,C2,,,LEFT,,5/20/2021,DB
50925,46,14640,E2,,,LEFT,,5/20/2021,DB
50925,47,14640,F2,,,LEFT,,5/20/2021,DB
50925,48,14640,G2,,,LEFT,,5/20/2021,DB
50925,49,14640,H2,,,LEFT,,5/20/2021,DB
50925,50,14640,A3,,,UNK,,5/20/2021,DB
50925,51,14640,B3,,,LEFT,,5/20/2021,DB
50925,52,14640,B3,,,UNK,,5/20/2021,DB
50925,53,14640,B3,,,UNK,,5/20/2021,DB
50925,54,14640,D3,,,LEFT,,5/20/2021,DB
50925,55,14640,A4,,,LEFT,,5/20/2021,DB
50925,56,14640,B4,,,LEFT,,5/20/2021,DB
50925,57,14640,C4,,,LEFT,,5/20/2021,DB
50925,58,14640,C4,,,LEFT,,5/20/2021,DB
50925,59,14640,C4,,,LEFT,,5/20/2021,DB
50925,60,14640,D4,,,LEFT,,5/20/2021,DB
50925,61,14640,E4,,,LEFT,,5/20/2021,DB
50925,62,14640,E4,,,LEFT,,5/20/2021,DB
50925,63,14640,E4,,,UNK,,5/20/2021,DB
50925,64,14640,F4,,,LEFT,,5/20/2021,DB
50925,65,14640,H4,,,UNK,,5/20/2021,DB
50925,66,14640,A5,,,LEFT,,5/20/2021,DB
50925,67,14640,B5,,,LEFT,,5/20/2021,DB
50925,68,14640,C5,,,LEFT,,5/20/2021,DB
50925,69,14640,D5,,,LEFT,,5/20/2021,DB
50925,70,14640,E5,,,LEFT,,5/20/2021,DB
50925,71,14640,F5,,,LEFT,,5/20/2021,DB
50925,72,14640,G5,,,LEFT,,5/20/2021,DB
50925,73,14640,H5,,,LEFT,,5/20/2021,DB
50925,74,2233,A2,,,LEFT,,5/20/2021,DB
50925,75,2233,B2,,,LEFT,,5/20/2021,DB
50925,76,2233,C2,,,LEFT,,5/20/2021,DB
50925,77,2233,D2,,,LEFT,,5/20/2021,DB
50925,78,2233,E2,,,LEFT,,5/20/2021,DB
50925,79,2233,A3,,,LEFT,,5/20/2021,DB
50925,80,2233,B3,,,LEFT,,5/20/2021,DB
50925,81,2233,D3,,,LEFT,,5/20/2021,DB
50925,82,2233,E3,,,LEFT,,5/20/2021,DB
50925,83,2233,A4,,,LEFT,,5/20/2021,DB
50925,84,2233,B4,,,LEFT,,5/20/2021,DB
50925,85,2233,B4,,,LEFT,,5/20/2021,DB
50925,86,2233,C4,,,LEFT,,5/20/2021,DB
50925,87,2233,C4,,,UNK,,5/20/2021,DB
50925,88,2233,D4,,,LEFT,,5/20/2021,DB
50925,89,2233,E4,,,LEFT,,5/20/2021,DB
50925,90,2233,G4,,,LEFT,,5/20/2021,DB
50925,91,2233,H4,,TRUE,LEFT,,5/20/2021,DB
50925,92,2233,A5,,,LEFT,,5/20/2021,DB
50925,93,2233,B5,,,LEFT,,5/20/2021,DB
50925,94,2233,C5,,,LEFT,,5/20/2021,DB
50925,95,2233,D5,,,LEFT,,5/20/2021,DB
50925,96,NTC,NTC,,,,,5/20/2021,DB
50914,1,2233,G5,,,LEFT,,5/20/2021,DB
50914,2,2233,A6,,,LEFT,,5/20/2021,DB
50914,3,2233,B6,,,LEFT,,5/20/2021,DB
50914,4,2233,H6,,,LEFT,,5/20/2021,DB
50914,5,14603,A2,,,LEFT,,7/20/2021,DB
50914,6,14603,B2,,,LEFT,,7/20/2021,DB
50914,7,14603,C2,,,LEFT,,7/20/2021,DB
50914,8,14603,C2,,,UNK,,7/20/2021,DB
50914,9,14603,D2,,,LEFT,,7/20/2021,DB
50914,10,14603,E2,,,LEFT,,7/20/2021,DB
50914,11,14603,F2,,,LEFT,,7/20/2021,DB
50914,12,14603,G2,,,LEFT,,7/20/2021,DB
50914,13,14603,H2,,,LEFT,,7/20/2021,DB
50914,14,14603,C3,,,LEFT,,7/20/2021,DB
50914,15,14603,D3,,,LEFT,,7/20/2021,DB
50914,16,14603,E3,,TRUE,LEFT,,7/20/2021,DB
50914,17,14603,F3,,,LEFT,,7/20/2021,DB
50914,18,14603,G3,,TRUE,LEFT,,7/20/2021,DB
50914,19,14603,B4,,,LEFT,,7/20/2021,DB
50914,20,14603,B4,,,UNK,,7/20/2021,DB
50914,21,14603,C4,,,LEFT,,7/20/2021,DB
50914,22,14603,C4,,,LEFT,,7/20/2021,DB
50914,23,14603,E4,,,UNK,,7/20/2021,DB
50914,24,14603,G4,,,LEFT,,7/20/2021,DB
50914,25,14603,A5,,,LEFT,,7/20/2021,DB
50914,26,14603,B5,,,LEFT,,7/20/2021,DB
50914,27,14603,B5,,,UNK,,7/20/2021,DB
50914,28,14603,C5,,,LEFT,,7/20/2021,DB
50914,29,14603,C5,,,UNK,,7/20/2021,DB
50914,30,14603,D5,,,LEFT,,7/20/2021,DB
50914,31,14603,E5,,,LEFT,,7/20/2021,DB
50914,32,14603,F5,,,UNK,,7/20/2021,DB
50914,33,14603,F5,,,UNK,,7/20/2021,DB
50914,34,14603,G5,,,LEFT,,7/20/2021,DB
50914,35,14603,H5,,,LEFT,,7/20/2021,DB
50914,36,2236,A2,,,LEFT,,7/20/2021,DB
50914,37,2236,B2,,,LEFT,,7/20/2021,DB
50914,38,2236,C2,,,LEFT,,7/20/2021,DB
50914,39,2236,D2,,,LEFT,,7/20/2021,DB
50914,40,2236,D2,,,LEFT,,7/20/2021,DB
50914,41,2236,B3,,,LEFT,,7/20/2021,DB
50914,42,2236,C3,,,LEFT,,7/20/2021,DB
50914,43,2236,A4,,,LEFT,,7/20/2021,DB
50914,44,2236,B4,,,LEFT,,7/20/2021,DB
50914,45,2236,C4,,,LEFT,,7/20/2021,DB
50914,46,2236,F4,,,LEFT,,7/20/2021,DB
50914,47,2236,A5,,,UNK,,7/20/2021,DB
50914,48,2236,B5,,,LEFT,,7/20/2021,DB
50914,49,2236,C5,,,LEFT,,7/20/2021,DB
50914,50,2236,D5,,,LEFT,,7/20/2021,DB
50914,51,2236,F5,,,LEFT,,7/20/2021,DB
50914,52,2236,C6,,,LEFT,,7/20/2021,DB
50914,53,2236,E6,,,LEFT,,7/20/2021,DB
50914,54,2236,F6,,,LEFT,,7/20/2021,DB
50914,55,22633,E2,,,LEFT,,7/20/2021,DB
50914,56,22633,F2,,,LEFT,,7/20/2021,DB
50914,57,22633,G2,,,LEFT,,7/20/2021,DB
50914,58,22633,B3,,,UNK,,7/20/2021,DB
50914,59,22633,C3,,,LEFT,,7/20/2021,DB
50914,60,22633,C3,,,LEFT,,7/20/2021,DB
50914,61,22633,C3,,,LEFT,,7/20/2021,DB
50914,62,22633,F3,,,LEFT,,7/20/2021,DB
50914,63,22633,A4,,,LEFT,,7/20/2021,DB
50914,64,22633,B4,,,LEFT,,7/20/2021,DB
50914,65,22633,G4,,,LEFT,,7/20/2021,DB
50914,66,22633,B5,,,LEFT,,7/20/2021,DB
50914,67,22633,C5,,,LEFT,,7/20/2021,DB
50914,68,22633,D5,,,LEFT,,7/20/2021,DB
50914,69,22633,E5,,,LEFT,,7/20/2021,DB
50914,70,22633,F5,,,LEFT,,7/20/2021,DB
50914,71,22633,G5,,,LEFT,,7/20/2021,DB
50914,72,2508,A2,,,LEFT,,7/20/2021,DB
50914,73,2508,C2,,TRUE,LEFT,,7/20/2021,DB
50914,74,2508,D2,,,LEFT,,7/20/2021,DB
50914,75,2508,E2,,,LEFT,,7/20/2021,DB
50914,76,2508,F2,,,LEFT,,7/20/2021,DB
50914,77,2508,H2,,,LEFT,,7/20/2021,DB
50914,78,2508,A3,,,LEFT,,7/20/2021,DB
50914,79,2508,D3,,TRUE,LEFT,,7/20/2021,DB
50914,80,2508,F3,,,LEFT,,7/20/2021,DB
50914,81,2508,H3,,,LEFT,,7/20/2021,DB
50914,82,2508,A4,,,LEFT,,7/20/2021,DB
50914,83,2508,A4,,,LEFT,,7/20/2021,DB
50914,84,2508,B4,,,LEFT,,7/20/2021,DB
50914,85,2508,B4,,,LEFT,,7/20/2021,DB
50914,86,2508,B4,,,UNK,,7/20/2021,DB
50914,87,2508,C4,,,LEFT,,7/20/2021,DB
50914,88,2508,C4,,,LEFT,,7/20/2021,DB
50914,89,2508,C4,,,LEFT,,7/20/2021,DB
50914,90,2508,D4,,,UNK,,7/20/2021,DB
50914,91,2508,F4,,,LEFT,,7/20/2021,DB
50914,92,2508,G4,,,LEFT,,7/20/2021,DB
50914,93,2508,G4,,,LEFT,,7/20/2021,DB
50914,94,2508,H4,,,LEFT,,7/20/2021,DB
50914,95,2508,A5,,,LEFT,,7/20/2021,DB
50914,96,NTC,NTC,,,,,7/20/2021,DB
50931,1,2508,B5,,,LEFT,,7/20/2021,DB
50931,2,2508,C5,,,LEFT,,7/20/2021,DB
50931,3,2508,C5,,,LEFT,,7/20/2021,DB
50931,4,2508,C5,,,UNK,,7/20/2021,DB
50931,5,2508,D5,,,LEFT,,7/20/2021,DB
50931,6,2508,D5,,,LEFT,,7/20/2021,DB
50931,7,2508,E5,,,LEFT,,7/20/2021,DB
50931,8,2508,E5,,,LEFT,,7/20/2021,DB
50931,9,2508,F5,,,LEFT,,7/20/2021,DB
50931,10,2508,G5,,,LEFT,,7/20/2021,DB
50931,11,2508,H5,,,LEFT,,7/20/2021,DB
50931,12,22516,A1,,,LEFT,L and R otos in 48 dwp possibly don’t match,7/20/2021,DB
50931,13,22516,B1,,,LEFT,,7/20/2021,DB
50931,14,22516,C1,,,LEFT,,7/20/2021,DB
50931,15,22516,D1,,,LEFT,,7/20/2021,DB
50931,16,22516,E1,,TRUE,LEFT,,7/20/2021,DB
50931,17,22516,F1,,,LEFT,,7/20/2021,DB
50931,18,22516,G1,,,LEFT,,7/20/2021,DB
50931,19,22516,G1,,,LEFT,,7/20/2021,DB
50931,20,22516,H1,,,LEFT,,7/20/2021,DB
50931,21,22516,A2,,,LEFT,,7/20/2021,DB
50931,22,22516,B3,,,UNK,,7/20/2021,DB
50931,23,22516,A4,,,LEFT,,7/20/2021,DB
50931,24,22516,A4,,,LEFT,,7/20/2021,DB
50931,25,22516,B4,,,LEFT,,7/20/2021,DB
50931,26,22516,C4,,,LEFT,,7/20/2021,DB
50931,27,22516,D4,,,LEFT,,7/20/2021,DB
50931,28,22516,F4,,,LEFT,,7/20/2021,DB
50931,29,22516,G4,,,LEFT,,7/20/2021,DB
50931,30,22516,A5,,,LEFT,,7/20/2021,DB
50931,31,22516,B5,,,LEFT,,7/20/2021,DB
50931,32,22516,C5,,,LEFT,,7/20/2021,DB
50931,33,22516,C5,,,LEFT,,7/20/2021,DB
50931,34,22516,D5,,,LEFT,,7/20/2021,DB
50931,35,22516,E5,,,LEFT,,7/20/2021,DB
50931,36,22516,F5,,,LEFT,,7/20/2021,DB
50931,37,22516,G5,,,LEFT,,7/20/2021,DB
50931,38,22516,H5,,,LEFT,,7/20/2021,DB
50931,39,22678,A2,,,UNK,,7/20/2021,DB
50931,40,22678,B2,,,LEFT,,7/20/2021,DB
50931,41,22678,C2,,TRUE,LEFT,,7/20/2021,DB
50931,42,22678,D2,,,LEFT,,7/20/2021,DB
50931,43,22678,F2,,,LEFT,,7/20/2021,DB
50931,44,22678,H2,,,LEFT,,7/20/2021,DB
50931,45,22678,C3,,,LEFT,,7/20/2021,DB
50931,46,22678,C3,,,LEFT,,7/20/2021,DB
50931,47,22678,B4,,,LEFT,,7/20/2021,DB
50931,48,22678,C4,,,LEFT,,7/20/2021,DB
50931,49,22678,C4,,,LEFT,,7/20/2021,DB
50931,50,22678,D4,,TRUE,LEFT,,7/20/2021,DB
50931,51,22678,D4,,,LEFT,,7/20/2021,DB
50931,52,22678,E4,,,LEFT,,7/20/2021,DB
50931,53,22678,G4,,,LEFT,,7/20/2021,DB
50931,54,22678,B5,,,LEFT,,7/20/2021,DB
50931,55,22678,C5,,,LEFT,,7/20/2021,DB
50931,56,22678,D5,,,LEFT,,7/20/2021,DB
50931,57,22678,E5,,,LEFT,,7/20/2021,DB
50931,58,22678,F5,,,LEFT,,7/20/2021,DB
50931,59,22678,G5,,,LEFT,,7/20/2021,DB
50931,60,22678,H5,,,LEFT,,7/20/2021,DB
50931,61,2501,C2,,,LEFT,,7/20/2021,DB
50931,62,2501,E2,,,LEFT,,7/20/2021,DB
50931,63,2501,F2,,,LEFT,,7/20/2021,DB
50931,64,2501,G2,,,LEFT,,7/20/2021,DB
50931,65,2501,H2,,,LEFT,,7/20/2021,DB
50931,66,2501,D3,,TRUE,LEFT,,7/20/2021,DB
50931,67,2501,F3,,,LEFT,,7/20/2021,DB
50931,68,2501,F3,,,LEFT,,7/20/2021,DB
50931,69,2501,G3,,,LEFT,,7/20/2021,DB
50931,70,2501,H3,,TRUE,LEFT,,7/20/2021,DB
50931,71,2501,C4,,,LEFT,,7/20/2021,DB
50931,72,2501,D4,,,LEFT,,7/20/2021,DB
50931,73,2501,D4,,,LEFT,,7/20/2021,DB
50931,74,2501,E4,,,LEFT,,7/20/2021,DB
50931,75,2501,E4,,,LEFT,,7/20/2021,DB
50931,76,2501,F4,,,LEFT,,7/20/2021,DB
50931,77,2501,G4,,,LEFT,,7/20/2021,DB
50931,78,2501,H4,,,LEFT,,7/20/2021,DB
50931,79,2501,H4,,,LEFT,,7/20/2021,DB
50931,80,2501,C5,,,LEFT,,7/20/2021,DB
50931,81,2501,D5,,,LEFT,,7/20/2021,DB
50931,82,2501,E5,,,LEFT,,7/20/2021,DB
50931,83,2501,F5,,TRUE,LEFT,,7/20/2021,DB
50931,84,2501,F5,,,LEFT,,7/20/2021,DB
50931,85,2501,G5,,,LEFT,,7/20/2021,DB
50931,86,2501,H5,,,LEFT,,7/20/2021,DB
50931,87,14528,B2,,,LEFT,,7/22/2021,CF
50931,88,14528,C2,,,LEFT,,7/22/2021,CF
50931,89,14528,E2,,,LEFT,,7/22/2021,CF
50931,90,14528,E2,,,UNK,,7/22/2021,CF
50931,91,14528,F2,,,LEFT,,7/22/2021,CF
50931,92,14528,B3,,,LEFT,,7/22/2021,CF
50931,93,14528,C3,,,LEFT,,7/22/2021,CF
50931,94,14528,D3,,,LEFT,,7/22/2021,CF
50931,95,14528,D3,,,UNK,,7/22/2021,CF
50931,96,NTC,NTC,,,,,7/22/2021,CF
50970,1,14528,E3,,,UNK,,7/22/2021,CF
50970,2,14528,F3,,,LEFT,L and R otos in 48 dwp possibly don’t match,7/22/2021,CF
50970,3,14528,G3,,,LEFT,,7/22/2021,CF
50970,4,14528,H3,,,LEFT,,7/22/2021,CF
50970,5,14528,B4,,TRUE,LEFT,,7/22/2021,CF
50970,6,14528,C4,,,LEFT,,7/22/2021,CF
50970,7,14528,D4,,,LEFT,,7/22/2021,CF
50970,8,14528,E4,,,UNK,,7/22/2021,CF
50970,9,14528,G4,,,LEFT,,7/22/2021,CF
50970,10,14528,G4,,,UNK,,7/22/2021,CF
50970,11,14528,C5,,,LEFT,,7/22/2021,CF
50970,12,14528,D5,,,LEFT,,7/22/2021,CF
50970,13,14528,E5,,,LEFT,,7/22/2021,CF
50970,14,14528,F5,,,LEFT,,7/22/2021,CF
50970,15,14528,G5,,,LEFT,,7/22/2021,CF
50970,16,14528,H5,,,LEFT,,7/22/2021,CF
50970,17,15801,D2,,,LEFT,,7/22/2021,CF
50970,18,15801,E2,,TRUE,LEFT,,7/22/2021,CF
50970,19,15801,F2,,,LEFT,,7/22/2021,CF
50970,20,15801,G2,,,LEFT,,7/22/2021,CF
50970,21,15801,H2,,,LEFT,,7/22/2021,CF
50970,22,15801,A3,,,LEFT,,7/22/2021,CF
50970,23,15801,B3,,,LEFT,,7/22/2021,CF
50970,24,15801,B3,,,LEFT,,7/22/2021,CF
50970,25,15801,D3,,,LEFT,,7/22/2021,CF
50970,26,15801,F3,,,LEFT,,7/22/2021,CF
50970,27,15801,G3,,,LEFT,,7/22/2021,CF
50970,28,15801,B4,,,LEFT,,7/22/2021,CF
50970,29,15801,E4,,,LEFT,,7/22/2021,CF
50970,30,15801,E4,,TRUE,LEFT,,7/22/2021,CF
50970,31,15801,F4,,,LEFT,,7/22/2021,CF
50970,32,15801,F4,,,UNK,,7/22/2021,CF
50970,33,15801,G4,,,LEFT,,7/22/2021,CF
50970,34,15801,G4,,,LEFT,,7/22/2021,CF
50970,35,15801,H4,,TRUE,LEFT,,7/22/2021,CF
50970,36,15801,A5,,TRUE,LEFT,,7/22/2021,CF
50970,37,15801,A5,,,LEFT,,7/22/2021,CF
50970,38,15801,B5,,,LEFT,,7/22/2021,CF
50970,39,15801,E5,,,LEFT,,7/22/2021,CF
50970,40,15801,F5,,,LEFT,,7/22/2021,CF
50970,41,15801,G5,,,LEFT,,7/22/2021,CF
50970,42,14657,A2,,,LEFT,,7/22/2021,CF
50970,43,14657,B2,,,LEFT,,7/22/2021,CF
50970,44,14657,C2,,,UNK,,7/22/2021,CF
50970,45,14657,F2,,,LEFT,,7/22/2021,CF
50970,46,14657,H2,,,LEFT,,7/22/2021,CF
50970,47,14657,A3,,,LEFT,,7/22/2021,CF
50970,48,14657,A3,,,LEFT,,7/22/2021,CF
50970,49,14657,B3,,,UNK,,7/22/2021,CF
50970,50,14657,C3,,,LEFT,,7/22/2021,CF
50970,51,14657,F3,,,LEFT,,7/22/2021,CF
50970,52,14657,F3,,,LEFT,,7/22/2021,CF
50970,53,14657,A4,,,LEFT,,7/22/2021,CF
50970,54,14657,C4,,,LEFT,,7/22/2021,CF
50970,55,14657,C4,,,LEFT,,7/22/2021,CF
50970,56,14657,H4,,,LEFT,,7/22/2021,CF
50970,57,14657,H4,,,UNK,,7/22/2021,CF
50970,58,14657,A5,,,LEFT,,7/22/2021,CF
50970,59,14657,A5,,,UNK,,7/22/2021,CF
50970,60,14657,B5,,,LEFT,,7/22/2021,CF
50970,61,14657,C5,,,LEFT,,7/22/2021,CF
50970,62,14657,C5,,,LEFT,,7/22/2021,CF
50970,63,14657,C5,,,LEFT,,7/22/2021,CF
50970,64,14657,E5,,,LEFT,,7/22/2021,CF
50970,65,14657,E5,,,LEFT,,7/22/2021,CF
50970,66,14657,E5,,,LEFT,,7/22/2021,CF
50970,67,14657,F5,,,LEFT,,7/22/2021,CF
50970,68,14657,F5,,,LEFT,,7/22/2021,CF
50970,69,14657,F5,,,LEFT,,7/22/2021,CF
50970,70,14657,G5,,,LEFT,,7/22/2021,CF
50970,71,14657,H5,,,LEFT,,7/22/2021,CF
50970,72,14657,H5,,,UNK,,7/22/2021,CF
50970,73,14664,B2,,,LEFT,,7/22/2021,CF
50970,74,14664,C2,,,LEFT,,7/22/2021,CF
50970,75,14664,E2,,,LEFT,,7/22/2021,CF
50970,76,14664,E2,,,LEFT,,7/22/2021,CF
50970,77,14664,F2,,,LEFT,,7/22/2021,CF
50970,78,14664,D3,,,LEFT,,7/22/2021,CF
50970,79,14664,D3,,,LEFT,,7/22/2021,CF
50970,80,14664,E3,,,LEFT,,7/22/2021,CF
50970,81,14664,F3,,,UNK,,7/22/2021,CF
50970,82,14664,B4,,,LEFT,,7/22/2021,CF
50970,83,14664,B4,,,LEFT,,7/22/2021,CF
50970,84,14664,B4,,,UNK,,7/22/2021,CF
50970,85,14664,C4,,,LEFT,,7/22/2021,CF
50970,86,14664,D4,,,LEFT,,7/22/2021,CF
50970,87,14664,E4,,TRUE,LEFT,,7/22/2021,CF
50970,88,14664,F4,,,LEFT,,7/22/2021,CF
50970,89,14664,F4,,,LEFT,,7/22/2021,CF
50970,90,14664,C5,,,LEFT,,7/22/2021,CF
50970,91,14664,D5,,,UNK,,7/22/2021,CF
50970,92,14664,E5,,,UNK,,7/22/2021,CF
50970,93,14664,F5,,,LEFT,L and R otos in 48 dwp possibly don’t match,7/22/2021,CF
50970,94,14659,A2,,,LEFT,,7/22/2021,JCN
50970,95,14659,B2,,,LEFT,,7/22/2021,JCN
50970,96,NTC,NTC,,,,,7/22/2021,JCN
50988,1,14659,C2,,,LEFT,,7/22/2021,JCN
50988,2,14659,E2,,,LEFT,,7/22/2021,JCN
50988,3,14659,G2,,,LEFT,,7/22/2021,JCN
50988,4,14659,H2,,TRUE,LEFT,,7/22/2021,JCN
50988,5,14659,A3,,,LEFT,,7/22/2021,JCN
50988,6,14659,C3,,,LEFT,,7/22/2021,JCN
50988,7,14659,F3,,,LEFT,,7/22/2021,JCN
50988,8,14659,F3,,,UNK,,7/22/2021,JCN
50988,9,14659,H3,,,LEFT,,7/22/2021,JCN
50988,10,14659,A4,,,UNK,,7/22/2021,JCN
50988,11,14659,B4,,,LEFT,,7/22/2021,JCN
50988,12,14659,B4,,,LEFT,,7/22/2021,JCN
50988,13,14659,B4,,,LEFT,,7/22/2021,JCN
50988,14,14659,B4,,,UNK,,7/22/2021,JCN
50988,15,14659,B4,,,LEFT,,7/22/2021,JCN
50988,16,14659,C4,,,UNK,,7/22/2021,JCN
50988,17,14659,C4,,,LEFT,,7/22/2021,JCN
50988,18,14659,D4,,,UNK,,7/22/2021,JCN
50988,19,14659,D4,,TRUE,LEFT,,7/22/2021,JCN
50988,20,14659,D4,,,LEFT,,7/22/2021,JCN
50988,21,14659,E4,,,LEFT,,7/22/2021,JCN
50988,22,14659,F4,,,LEFT,,7/22/2021,JCN
50988,23,14659,F4,,,LEFT,,7/22/2021,JCN
50988,24,14659,G4,,,LEFT,,7/22/2021,JCN
50988,25,14659,A5,,,LEFT,,7/22/2021,JCN
50988,26,14659,B5,,,LEFT,,7/22/2021,JCN
50988,27,14659,C5,,,LEFT,,7/22/2021,JCN
50988,28,14659,D5,,TRUE,LEFT,,7/22/2021,JCN
50988,29,14659,E5,,,LEFT,,7/22/2021,JCN
50988,30,14659,F5,,,UNK,VERY SMALL PIECE WITH CORE,7/22/2021,JCN
50988,31,14659,G5,,,LEFT,,7/22/2021,JCN
50988,32,14659,H5,,,LEFT,,7/22/2021,JCN
50988,33,14336,A2,,,LEFT,,7/22/2021,JCN
50988,34,14336,B2,,,LEFT,,7/22/2021,JCN
50988,35,14336,C2,,TRUE,LEFT,,7/22/2021,JCN
50988,36,14336,D2,,,LEFT,,7/22/2021,JCN
50988,37,14336,E2,,TRUE,LEFT,,7/22/2021,JCN
50988,38,14336,E2,,TRUE,LEFT,,7/22/2021,JCN
50988,39,14336,F2,,,LEFT,,7/22/2021,JCN
50988,40,14336,G2,,,LEFT,,7/22/2021,JCN
50988,41,14336,H2,,TRUE,LEFT,,7/22/2021,JCN
50988,42,14336,C3,,,LEFT,,7/22/2021,JCN
50988,43,14336,F3,,,LEFT,,7/22/2021,JCN
50988,44,14336,G3,,,LEFT,,7/22/2021,JCN
50988,45,14336,H3,,,LEFT,,7/22/2021,JCN
50988,46,14336,A4,,,LEFT,,7/22/2021,JCN
50988,47,14336,A4,,,LEFT,,7/22/2021,JCN
50988,48,14336,B4,,,UNK,,7/22/2021,JCN
50988,49,14336,D4,,,LEFT,,7/22/2021,JCN
50988,50,14336,D4,,,LEFT,,7/22/2021,JCN
50988,51,14336,E4,,,LEFT,,7/22/2021,JCN
50988,52,14336,E4,,,LEFT,,7/22/2021,JCN
50988,53,14336,F4,,,LEFT,,7/22/2021,JCN
50988,54,14336,G4,,,LEFT,,7/22/2021,JCN
50988,55,14336,H4,,,LEFT,,7/22/2021,JCN
50988,56,14336,H4,,,UNK,,7/22/2021,JCN
50988,57,14336,A5,,,LEFT,,7/22/2021,JCN
50988,58,14336,B5,,,LEFT,,7/22/2021,JCN
50988,59,2933,B2,,,LEFT,,7/22/2021,JCN
50988,60,2933,C2,,,LEFT,,7/22/2021,JCN
50988,61,2933,F2,,,LEFT,,7/22/2021,JCN
50988,62,2933,G2,,,LEFT,,7/22/2021,JCN
50988,63,2933,B3,,,LEFT,,7/22/2021,JCN
50988,64,2933,C3,,,LEFT,,7/22/2021,JCN
50988,65,2933,D3,,,UNK,,7/22/2021,JCN
50988,66,2933,D3,,,LEFT,,7/22/2021,JCN
50988,67,2933,F3,,,LEFT,,7/22/2021,JCN
50988,68,2933,B4,,,LEFT,,7/22/2021,JCN
50988,69,2933,C4,,,LEFT,,7/22/2021,JCN
50988,70,2933,C4,,,UNK,,7/22/2021,JCN
50988,71,2933,E4,,,LEFT,,7/22/2021,JCN
50988,72,2933,F4,,,LEFT,,7/22/2021,JCN
50988,73,2933,G4,,,LEFT,,7/22/2021,JCN
50988,74,2933,H4,,,LEFT,,7/22/2021,JCN
50988,75,2933,H4,,TRUE,LEFT,,7/22/2021,JCN
50988,76,2933,B5,,,LEFT,,7/22/2021,JCN
50988,77,2933,C5,,,LEFT,,7/22/2021,JCN
50988,78,2933,D5,,,LEFT,,7/22/2021,JCN
50988,79,2933,E5,,TRUE,LEFT,,7/22/2021,JCN
50988,80,2933,E5,,,LEFT,,7/22/2021,JCN
50988,81,2933,E5,,,LEFT,,7/22/2021,JCN
50988,82,2933,E5,,,LEFT,,7/22/2021,JCN
50988,83,2933,F5,,,LEFT,,7/22/2021,JCN
50988,84,2933,G5,,,LEFT,,7/22/2021,JCN
50988,85,14373,F4,,,LEFT,,7/22/2021,JCN
50988,86,14373,G4,,,LEFT,,7/22/2021,JCN
50988,87,14373,F5,,,LEFT,,7/22/2021,JCN
50988,88,14373,F5,,,LEFT,,7/22/2021,JCN
50988,89,14373,F6,,,LEFT,,7/22/2021,JCN
50988,90,14373,G6,,,LEFT,,7/22/2021,JCN
50988,91,16097,E1,,,LEFT,,7/22/2021,JCN
