SillySource,oto_tray_and_well,96_oto_tray_barcode,96_oto_tray_position,48_DWP_tray_barcode,48_DWP_tray_position,box_number,oto_broken,oto_side,comment,Date,Initials,silly_code,stream,sample_year,sample_date,otolith_info,pass_QA,genotype_match_assigned,logic_match_assigned,non_GOD_assignment,otolith_moved,heart_fish_id,heart_position
PGOD21_4283,50919_8,50919,8,22702,H3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4284,50919_9,50919,9,22702,A4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4251,A4
PGOD21_4285,50919_10,50919,10,22702,B4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4252,B4
PGOD21_4286,50919_11,50919,11,22702,D4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4287,50919_12,50919,12,22702,E4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4255,E4
PGOD21_4288,50919_13,50919,13,22702,F4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4256,F4
PGOD21_4289,50919_14,50919,14,22702,G4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4290,50919_15,50919,15,22702,H4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4258,H4
PGOD21_4291,50919_16,50919,16,22702,B5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4260,B5
PGOD21_4292,50919_17,50919,17,22702,C5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4261,C5
PGOD21_4293,50919_18,50919,18,22702,D5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4294,50919_19,50919,19,22702,B6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4268,B6
PGOD21_4295,50919_20,50919,20,22702,C6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4296,50919_21,50919,21,22702,D6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4270,D6
PGOD21_4297,50919_22,50919,22,2979,A2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4298,50919_23,50919,23,2979,B2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6511,B2
PGOD21_4299,50919_24,50919,24,2979,C2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR15_6513,D2
PGOD21_4300,50919_25,50919,25,2979,D2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4301,50919_26,50919,26,2979,E2,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4302,50919_27,50919,27,2979,F2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4303,50919_28,50919,28,2979,G2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6516,G2
PGOD21_4304,50919_29,50919,29,2979,H2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6517,H2
PGOD21_4305,50919_30,50919,30,2979,A3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR15_6526,A4
PGOD21_4306,50919_31,50919,31,2979,A3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4307,50919_32,50919,32,2979,E3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4308,50919_33,50919,33,2979,G3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6524,G3
PGOD21_4309,50919_34,50919,34,2979,H3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6525,H3
PGOD21_4310,50919_35,50919,35,2979,B4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6527,B4
PGOD21_4311,50919_36,50919,36,2979,C4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4312,50919_37,50919,37,2979,D4,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4313,50919_38,50919,38,2979,E4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6530,E4
PGOD21_4314,50919_39,50919,39,2979,E4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4315,50919_40,50919,40,2979,F4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6531,F4
PGOD21_4316,50919_41,50919,41,2979,F4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4317,50919_42,50919,42,2979,G4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6532,G4
PGOD21_4318,50919_43,50919,43,2979,H4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6533,H4
PGOD21_4319,50919_44,50919,44,2979,A5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4320,50919_45,50919,45,2979,B5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6535,B5
PGOD21_4321,50919_46,50919,46,2979,C5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4322,50919_47,50919,47,2979,D5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4323,50919_48,50919,48,2979,E5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6538,E5
PGOD21_4324,50919_49,50919,49,2979,F5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6539,F5
PGOD21_4325,50919_50,50919,50,2979,G5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4326,50919_51,50919,51,2979,H5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_6541,H5
PGOD21_4327,50919_52,50919,52,2979,H5,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-16,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4328,50919_53,50919,53,22754,A1,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4419,A1
PGOD21_4329,50919_54,50919,54,22754,B1,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4420,B1
PGOD21_4330,50919_55,50919,55,22754,C1,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4421,C1
PGOD21_4331,50919_56,50919,56,22754,D1,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4332,50919_57,50919,57,22754,D1,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4422,D1
PGOD21_4333,50919_58,50919,58,22754,E1,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4423,E1
PGOD21_4334,50919_59,50919,59,22754,G1,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4335,50919_60,50919,60,22754,H1,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4426,H1
PGOD21_4336,50919_61,50919,61,22754,H2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4434,H2
PGOD21_4337,50919_62,50919,62,22754,D3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR17_4431,E2
PGOD21_4338,50919_63,50919,63,22754,A4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4339,50919_64,50919,64,22754,F4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4448,F4
PGOD21_4340,50919_65,50919,65,22754,G4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4341,50919_66,50919,66,22754,A5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4342,50919_67,50919,67,22754,B5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4452,B5
PGOD21_4343,50919_68,50919,68,22754,B5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4344,50919_69,50919,69,22754,C5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4453,C5
PGOD21_4345,50919_70,50919,70,22754,E5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4346,50919_71,50919,71,22754,F5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4456,F5
PGOD21_4347,50919_72,50919,72,22754,G5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4348,50919_73,50919,73,22754,H5,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4458,H5
PGOD21_4349,50919_74,50919,74,22754,A6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4459,A6
PGOD21_4350,50919_75,50919,75,22754,B6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4351,50919_76,50919,76,22754,C6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4461,C6
PGOD21_4352,50919_77,50919,77,22754,D6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4462,D6
PGOD21_4353,50919_78,50919,78,22754,E6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4463,E6
PGOD21_4354,50919_79,50919,79,22754,F6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4355,50919_80,50919,80,22754,G6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_4465,G6
PGOD21_4356,50919_81,50919,81,22754,H6,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4357,50919_82,50919,82,22465,A2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4358,50919_83,50919,83,22465,B2,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_3196,B2
PGOD21_4359,50919_84,50919,84,22465,D2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_3198,D2
PGOD21_4360,50919_85,50919,85,22465,E2,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4361,50919_86,50919,86,22465,F2,NA,NA,left,2 pieces,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4362,50919_87,50919,87,22465,G2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4363,50919_88,50919,88,22465,H2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4364,50919_89,50919,89,22465,B3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4365,50919_90,50919,90,22465,C3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4366,50919_91,50919,91,22465,D3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4367,50919_92,50919,92,22465,F3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4368,50919_93,50919,93,22465,G3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_3209,G3
PGOD21_4369,50919_94,50919,94,22465,A4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_3211,A4
PGOD21_4370,50919_95,50919,95,22465,B4,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4371,50903_1,50903,1,22621,G4,NA,TRUE,left,NA,5/4/2021,DB,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_1944,G4
PGOD21_4372,50903_2,50903,2,22621,B5,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_1947,B5
PGOD21_4373,50903_3,50903,3,22621,D5,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4374,50903_4,50903,4,22621,E5,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_1950,E5
PGOD21_4375,50903_5,50903,5,22621,F5,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_1951,F5
PGOD21_4376,50903_6,50903,6,22621,G5,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4377,50903_7,50903,7,22758,D2,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4378,50903_8,50903,8,22758,E2,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_746,E2
PGOD21_4379,50903_9,50903,9,22758,F2,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4380,50903_10,50903,10,22758,G2,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4381,50903_11,50903,11,22758,H2,NA,NA,unk,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4382,50903_12,50903,12,22758,E3,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4383,50903_13,50903,13,22758,G3,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4384,50903_14,50903,14,22758,E4,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4385,50903_15,50903,15,22758,G4,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4386,50903_16,50903,16,22758,H4,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4387,50903_17,50903,17,22758,E5,NA,NA,unk,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4388,50903_18,50903,18,22758,G5,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4389,50903_19,50903,19,22758,H5,NA,NA,left,NA,5/4/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-12,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4390,50903_20,50903,20,22555,A2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_550,A2
PGOD21_4391,50903_21,50903,21,22555,B2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_551,B2
PGOD21_4392,50903_22,50903,22,22555,C2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4393,50903_23,50903,23,22555,D2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_553,D2
PGOD21_4394,50903_24,50903,24,22555,E2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_554,E2
PGOD21_4395,50903_25,50903,25,22555,F2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_555,F2
PGOD21_4396,50903_26,50903,26,22555,G2,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4397,50903_27,50903,27,22555,B3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4398,50903_28,50903,28,22555,C3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4399,50903_29,50903,29,22555,C3,NA,NA,unk,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_4400,50903_30,50903,30,22555,D3,NA,NA,left,NA,5/5/2021,JWC,PGILMOUR17,Gilmour Creek,2017,2017-09-02,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
