SillySource,oto_tray_and_well,96_oto_tray_barcode,96_oto_tray_position,48_DWP_tray_barcode,48_DWP_tray_position,box_number,oto_broken,oto_side,comment,Date,Initials,silly_code,stream,sample_year,sample_date,otolith_info,pass_QA,genotype_match_assigned,logic_match_assigned,non_GOD_assignment,otolith_moved,heart_fish_id,heart_position
PGOD21_522,50974_47,50974,47,22701,E6,NA,NA,left,NA,4/21/2021,DB,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_5202,E6
PGOD21_523,50974_48,50974,48,22701,F6,NA,NA,left,NA,4/21/2021,DB,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_5203,F6
PGOD21_524,50974_49,50974,49,22701,G6,NA,NA,left,NA,4/21/2021,DB,PGILMOUR17,Gilmour Creek,2017,2017-09-10,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_5204,G6
PGOD21_525,50974_50,50974,50,28929,A1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_547,A1
PGOD21_526,50974_51,50974,51,28929,B1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_548,B1
PGOD21_527,50974_52,50974,52,28929,C1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_549,C1
PGOD21_528,50974_53,50974,53,28929,D1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_550,D1
PGOD21_529,50974_54,50974,54,28929,E1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_551,E1
PGOD21_530,50974_55,50974,55,28929,F1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_552,F1
PGOD21_531,50974_56,50974,56,28929,G1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_553,G1
PGOD21_532,50974_57,50974,57,28929,H1,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_533,50974_58,50974,58,28929,A2,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_555,A2
PGOD21_534,50974_59,50974,59,28929,B2,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_535,50974_60,50974,60,28929,C2,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_560,F2
PGOD21_536,50974_61,50974,61,28929,F2,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_568,F3
PGOD21_537,50974_62,50974,62,28929,G2,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_562,H2
PGOD21_538,50974_63,50974,63,28929,G2,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_539,50974_64,50974,64,28929,A3,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_540,50974_65,50974,65,28929,A3,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_541,50974_66,50974,66,28929,A3,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_542,50974_67,50974,67,28929,A3,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_543,50974_68,50974,68,28929,A3,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_544,50974_69,50974,69,28929,A3,NA,NA,unk,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_573,C4
PGOD21_545,50974_70,50974,70,28929,A3,NA,NA,unk,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_564,B3
PGOD21_546,50974_71,50974,71,28929,C3,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_565,C3
PGOD21_547,50974_72,50974,72,28929,A4,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_548,50974_73,50974,73,28929,A4,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_549,50974_74,50974,74,28929,G4,NA,NA,unk,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_550,50974_75,50974,75,28929,B5,NA,NA,unk,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_551,50974_76,50974,76,28929,G5,NA,NA,left,NA,4/21/2021,DB,PGILMOUR18,Gilmour Creek,2018,2018-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_569,G3
PGOD21_552,50974_77,50974,77,14395,A1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_994,A1
PGOD21_553,50974_78,50974,78,14395,B1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_995,B1
PGOD21_554,50974_79,50974,79,14395,C1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_996,C1
PGOD21_555,50974_80,50974,80,14395,D1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_1037,D6
PGOD21_556,50974_81,50974,81,14395,D1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_557,50974_82,50974,82,14395,E1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_1029,D5
PGOD21_558,50974_83,50974,83,14395,E1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_1038,E6
PGOD21_559,50974_84,50974,84,14395,E1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_560,50974_85,50974,85,14395,E1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_561,50974_86,50974,86,14395,E1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_562,50974_87,50974,87,14395,F1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_999,F1
PGOD21_563,50974_88,50974,88,14395,H1,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_1001,H1
PGOD21_564,50974_89,50974,89,14395,A2,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_1002,A2
PGOD21_565,50974_90,50974,90,14395,B2,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_1003,B2
PGOD21_566,50974_91,50974,91,14395,C2,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_567,50974_92,50974,92,14395,C2,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_568,50974_93,50974,93,14395,C2,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_1024,G4
PGOD21_569,50974_94,50974,94,14395,D2,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_570,50974_95,50974,95,14395,E2,NA,NA,left,NA,4/21/2021,DB,PERB16,Erb Creek,2016,2016-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_1028,C5
PGOD21_571,51000_1,51000,1,16130,G5,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PPADDY16_2578,G5
PGOD21_572,51000_2,51000,2,16130,H5,NA,NA,unk,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_573,51000_3,51000,3,16130,H5,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PPADDY16_2579,H5
PGOD21_574,51000_4,51000,4,16130,A6,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PPADDY16_2580,A6
PGOD21_575,51000_5,51000,5,16130,B6,NA,NA,unk,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_576,51000_6,51000,6,16130,D6,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PPADDY16_2583,D6
PGOD21_577,51000_7,51000,7,16130,E6,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_578,51000_8,51000,8,16130,F6,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PPADDY16_2585,F6
PGOD21_579,51000_9,51000,9,16130,G6,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_580,51000_10,51000,10,16130,H6,NA,NA,left,NA,4/20/2021,KW,PPADDY16,Paddy Creek,2016,2016-09-04,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PPADDY16_2587,H6
PGOD21_581,51000_11,51000,11,2228,D1,NA,NA,unk,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_582,51000_12,51000,12,2228,D1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_583,51000_13,51000,13,2228,G1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_2731,G1
PGOD21_584,51000_14,51000,14,2228,H1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_585,51000_15,51000,15,2228,H2,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_2740,H2
PGOD21_586,51000_16,51000,16,2228,F3,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_587,51000_17,51000,17,2228,E4,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_588,51000_18,51000,18,2228,H4,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_589,51000_19,51000,19,2228,H4,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_590,51000_20,51000,20,2228,A5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_591,51000_21,51000,21,2228,A5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_592,51000_22,51000,22,2228,A5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_593,51000_23,51000,23,2228,B5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_594,51000_24,51000,24,2228,C5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR15_2725,A1
PGOD21_595,51000_25,51000,25,2228,C5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_596,51000_26,51000,26,2228,D5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_597,51000_27,51000,27,2228,D5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_598,51000_28,51000,28,2228,D5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR15_2761,E5
PGOD21_599,51000_29,51000,29,2228,D5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_600,51000_30,51000,30,2228,E5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_601,51000_31,51000,31,2228,E5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_602,51000_32,51000,32,2228,E5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_603,51000_33,51000,33,2228,F5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_2762,F5
PGOD21_604,51000_34,51000,34,2228,F5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_605,51000_35,51000,35,2228,F5,NA,NA,unk,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_606,51000_36,51000,36,2228,G5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_607,51000_37,51000,37,2228,G5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR15_2739,G2
PGOD21_608,51000_38,51000,38,2228,H5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_609,51000_39,51000,39,2228,H5,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_2764,H5
PGOD21_610,51000_40,51000,40,2228,A6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_611,51000_41,51000,41,2228,B6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_612,51000_42,51000,42,2228,C6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_613,51000_43,51000,43,2228,D6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_614,51000_44,51000,44,2228,E6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_615,51000_45,51000,45,2228,F6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_616,51000_46,51000,46,2228,G6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_2771,G6
PGOD21_617,51000_47,51000,47,2228,H6,NA,NA,left,NA,4/20/2021,KW,PGILMOUR15,Gilmour Creek,2015,2015-08-31,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_2772,H6
PGOD21_618,51000_48,51000,48,28829,A1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_871,A1
PGOD21_619,51000_49,51000,49,28829,B1,NA,NA,unk,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_872,B1
PGOD21_620,51000_50,51000,50,28829,B1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_621,51000_51,51000,51,28829,C1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_873,C1
PGOD21_622,51000_52,51000,52,28829,C1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_881,C2
PGOD21_623,51000_53,51000,53,28829,C1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_624,51000_54,51000,54,28829,C1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_889,C3
PGOD21_625,51000_55,51000,55,28829,D1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_874,D1
PGOD21_626,51000_56,51000,56,28829,E1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_627,51000_57,51000,57,28829,F1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_876,F1
PGOD21_628,51000_58,51000,58,28829,G1,NA,NA,unk,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_877,G1
PGOD21_629,51000_59,51000,59,28829,H1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_630,51000_60,51000,60,28829,A1,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_879,A2
PGOD21_631,51000_61,51000,61,28829,B2,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_883,E2
PGOD21_632,51000_62,51000,62,28829,B2,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_880,B2
PGOD21_633,51000_63,51000,63,28829,B2,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_906,D5
PGOD21_634,51000_64,51000,64,28829,B2,NA,NA,unk,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_635,51000_65,51000,65,28829,B2,NA,NA,unk,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_875,E1
PGOD21_636,51000_66,51000,66,28829,D2,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_908,F5
PGOD21_637,51000_67,51000,67,28829,F2,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_893,G3
PGOD21_639,51000_69,51000,69,28829,A3,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_640,51000_70,51000,70,28829,B3,NA,NA,unk,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_641,51000_71,51000,71,28829,B3,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_907,E5
PGOD21_642,51000_72,51000,72,28829,B3,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_888,B3
PGOD21_643,51000_73,51000,73,28829,C3,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR18_891,E3
PGOD21_644,51000_74,51000,74,28829,H3,NA,NA,left,NA,4/20/2021,KW,PGILMOUR18,Gilmour Creek,2018,2018-08-27,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR18_894,H3
