otolith_fish_id,heart_fish_id,otolith_miss_loci,heart_miss_loci,duplicate_rate,48_DWP_tray_barcode,diff,otolith_position,otolith_row,otolith_col,heart_position,heart_row,heart_col,heart_fish_id_self,heart_miss_loci_self,duplicate_rate_self,diff_self,match_type
PGOD21_9146,PPADDY16_1116,10,2,0.9930313588850174,14387,0.5089324189556887,D4,D,4,D4,D,4,PPADDY16_1116,2,0.9930313588850174,0,self
PGOD21_9147,PPADDY16_1118,70,6,1,14387,0.4513274336283186,F4,F,4,F4,F,4,PPADDY16_1118,6,1,0,self
PGOD21_9149,PPADDY16_1132,123,5,0.4685714285714286,14387,0.0030541871921182517,D5,D,5,D6,D,6,NA,NA,NA,NA,not_self
PGOD21_9150,PPADDY16_1125,105,3,0.9844559585492227,14387,0.43005181347150256,E5,E,5,E5,E,5,PPADDY16_1125,3,0.9844559585492227,0,self
PGOD21_9151,PPADDY16_1126,36,3,0.9847328244274809,14387,0.5190839694656488,F5,F,5,F5,F,5,PPADDY16_1126,3,0.9847328244274809,0,self
PGOD21_9152,PPADDY16_1127,204,0,0.9680851063829787,14387,0.44120338595287123,G5,G,5,G5,G,5,PPADDY16_1127,0,0.9680851063829787,0,self
PGOD21_9153,PPADDY16_1128,237,1,0.9344262295081968,14387,0.39344262295081966,H5,H,5,H5,H,5,PPADDY16_1128,1,0.9344262295081968,0,self
PGOD21_6354,PERB16_4687,83,0,0.7162790697674418,14391,0.20930232558139528,B3,B,3,B3,B,3,PERB16_4687,0,0.7162790697674418,0,self
PGOD21_6355,PERB16_4688,47,1,0.5577689243027888,14391,0.04970440817375654,C3,C,3,C3,C,3,PERB16_4688,1,0.5577689243027888,0,self
PGOD21_6356,PERB16_4689,8,4,0.9930555555555556,14391,0.508626489811611,D3,D,3,D3,D,3,PERB16_4689,4,0.9930555555555556,0,self
PGOD21_6357,PERB16_4689,43,4,0.9764705882352941,14391,0.48235294117647054,D3,D,3,D3,D,3,PERB16_4689,4,0.9764705882352941,0,self
PGOD21_6358,PERB16_4695,39,2,0.6061776061776062,14391,0.10424710424710426,C4,C,4,B4,B,4,PERB16_4696,1,0.4069767441860465,0.19920086199155967,not_self
PGOD21_6359,PERB16_4696,69,1,0.8165938864628821,14391,0.3275109170305677,C4,C,4,C4,C,4,PERB16_4696,1,0.8165938864628821,0,self
PGOD21_6360,PERB16_4697,48,1,0.928,14391,0.4199354838709678,D4,D,4,D4,D,4,PERB16_4697,1,0.928,0,self
PGOD21_6361,PERB16_4698,162,2,0.9632352941176471,14391,0.3970588235294118,E4,E,4,E4,E,4,PERB16_4698,2,0.9632352941176471,0,self
PGOD21_6362,PERB16_4703,209,0,0.8876404494382022,14391,0.348314606741573,B5,B,5,B5,B,5,PERB16_4703,0,0.8876404494382022,0,self
PGOD21_6363,PERB16_4704,80,3,0.8119266055045872,14391,0.25432291886864244,C5,C,5,C5,C,5,PERB16_4704,3,0.8119266055045872,0,self
PGOD21_6364,PERB16_4705,74,0,0.9910714285714286,14391,0.4821428571428572,D5,D,5,D5,D,5,PERB16_4705,0,0.9910714285714286,0,self
PGOD21_2586,PERB16_946,67,5,0.961038961038961,14394,0.44364765669113493,A1,A,1,A1,A,1,PERB16_946,5,0.961038961038961,0,self
PGOD21_2587,PERB16_970,92,0,0.5048543689320388,14394,0.021927539663746165,B1,B,1,A4,A,4,NA,NA,NA,NA,not_self
PGOD21_2588,PERB16_948,70,2,0.9692982456140351,14394,0.4736842105263158,C1,C,1,C1,C,1,PERB16_948,2,0.9692982456140351,0,self
PGOD21_2589,PERB16_950,2,0,1,14394,0.5121107266435987,E1,E,1,E1,E,1,PERB16_950,0,1,0,self
PGOD21_2590,PERB16_951,66,2,0.9353448275862069,14394,0.2456896551724137,F1,F,1,F1,F,1,PERB16_951,2,0.9353448275862069,0,self
PGOD21_2591,PERB16_953,202,4,0.9583333333333334,14394,0.42708333333333337,H1,H,1,H1,H,1,PERB16_953,4,0.9583333333333334,0,self
PGOD21_2592,PERB16_954,28,0,0.9962962962962963,14394,0.4923592884222806,A2,A,2,A2,A,2,PERB16_954,0,0.9962962962962963,0,self
PGOD21_2593,PERB16_954,155,0,0.5944055944055944,14394,0.03496503496503489,B2,B,2,A2,A,2,NA,NA,NA,NA,not_self
PGOD21_2594,PERB16_968,188,0,0.5636363636363636,14394,0,B2,B,2,G3,G,3,NA,NA,NA,NA,not_self
PGOD21_2594,PERB16_975,188,2,0.5636363636363636,14394,0,B2,B,2,F4,F,4,NA,NA,NA,NA,not_self
PGOD21_2595,PERB16_968,52,0,1,14394,0.5265306122448979,C2,C,2,G3,G,3,PERB16_956,7,0.45454545454545453,0.5454545454545454,not_self
PGOD21_2596,PERB16_982,145,0,0.9084967320261438,14394,0.36601307189542487,D2,D,2,E5,E,5,PERB16_957,0,0.42483660130718953,0.48366013071895425,not_self
PGOD21_2597,PERB16_967,100,0,1,14394,0.48989898989898994,D2,D,2,F3,F,3,PERB16_957,0,0.48484848484848486,0.5151515151515151,not_self
PGOD21_2598,PERB16_960,24,1,1,14394,0.3065693430656934,G2,G,2,G2,G,2,PERB16_960,1,1,0,self
PGOD21_2599,PERB16_962,97,2,0.9651741293532339,14394,0.42517412935323384,A3,A,3,A3,A,3,PERB16_962,2,0.9651741293532339,0,self
PGOD21_2600,PERB16_958,92,2,0.8932038834951457,14394,0.3689320388349515,B3,B,3,E2,E,2,PERB16_963,0,0.4563106796116505,0.4368932038834952,not_self
PGOD21_2601,PERB16_963,33,0,0.9962264150943396,14394,0.5094339622641509,B3,B,3,B3,B,3,PERB16_963,0,0.9962264150943396,0,self
PGOD21_2602,PERB16_966,55,3,0.9917695473251029,14394,0.4814814814814815,B3,B,3,E3,E,3,PERB16_963,0,0.4403292181069959,0.551440329218107,not_self
PGOD21_2603,PERB16_976,180,1,0.864406779661017,14394,0.31355932203389836,B3,B,3,G4,G,4,PERB16_963,0,0.4745762711864407,0.3898305084745763,not_self
PGOD21_2604,PERB16_967,136,0,0.9753086419753086,14394,0.4444444444444444,B3,B,3,F3,F,3,PERB16_963,0,0.46296296296296297,0.5123456790123457,not_self
PGOD21_2605,PERB16_956,69,7,0.96,14394,0.42052631578947364,B3,B,3,C2,C,2,PERB16_963,0,0.42358078602620086,0.5364192139737991,not_self
PGOD21_2606,PERB16_956,78,7,0.7385321100917431,14394,0.2112593828190159,B3,B,3,C2,C,2,PERB16_963,0,0.4772727272727273,0.26125938281901584,not_self
PGOD21_2607,PERB16_970,97,0,0.9751243781094527,14394,0.4577114427860697,A4,A,4,A4,A,4,PERB16_970,0,0.9751243781094527,0,self
PGOD21_2608,PERB16_970,69,0,0.9956331877729258,14394,0.5152838427947598,A4,A,4,A4,A,4,PERB16_970,0,0.9956331877729258,0,self
PGOD21_2609,PERB16_964,157,3,0.9645390070921985,14394,0.44680851063829785,A4,A,4,C3,C,3,PERB16_970,0,0.3971631205673759,0.5673758865248226,not_self
PGOD21_2610,PERB16_981,65,0,0.927038626609442,14394,0.405486902471511,B4,B,4,D5,D,5,PERB16_971,0,0.4678111587982833,0.45922746781115875,not_self
PGOD21_2611,PERB16_964,118,3,0.9388888888888889,14394,0.4081626319056486,B4,B,4,C3,C,3,PERB16_971,0,0.5166666666666667,0.42222222222222217,not_self
PGOD21_2612,PERB16_975,2,2,0.9965986394557823,14394,0.5102040816326531,B4,B,4,F4,F,4,PERB16_971,0,0.46621621621621623,0.5303824232395661,not_self
PGOD21_2613,PERB16_957,3,0,0.9898305084745763,14394,0.5238441139167531,B4,B,4,D2,D,2,PERB16_971,0,0.43389830508474575,0.5559322033898306,not_self
PGOD21_2614,PERB16_973,139,1,0.6981132075471698,14394,0.037735849056603765,B4,B,4,D4,D,4,PERB16_971,0,0.660377358490566,0.037735849056603765,not_self
PGOD21_2615,PERB16_960,111,1,0.5508021390374331,14394,0.018544074521304132,B4,B,4,G2,G,2,PERB16_971,0,0.45989304812834225,0.09090909090909088,not_self
PGOD21_2616,PERB16_948,102,2,0.5408163265306123,14394,0,B4,B,4,C1,C,1,PERB16_971,0,0.5255102040816326,0.015306122448979664,not_self
PGOD21_2616,PERB16_958,102,2,0.5408163265306123,14394,0,B4,B,4,E2,E,2,PERB16_971,0,0.5255102040816326,0.015306122448979664,not_self
PGOD21_2617,PERB16_972,84,21,0.6881188118811881,14394,0.05260479318959932,B4,B,4,C4,C,4,PERB16_971,0,0.6355140186915887,0.05260479318959932,not_self
PGOD21_2618,PERB16_974,199,0,0.9090909090909091,14394,0.38383838383838376,C4,C,4,E4,E,4,PERB16_972,21,0.4489795918367347,0.46011131725417437,not_self
PGOD21_2619,PERB16_978,230,2,0.9705882352941176,14394,0.42647058823529416,A5,A,5,A5,A,5,PERB16_978,2,0.9705882352941176,0,self
PGOD21_2620,PERB16_979,177,0,0.9173553719008265,14394,0.39669421487603307,B5,B,5,B5,B,5,PERB16_979,0,0.9173553719008265,0,self
PGOD21_2621,PERB16_980,94,1,0.9411764705882353,14394,0.40915676615473773,C5,C,5,C5,C,5,PERB16_980,1,0.9411764705882353,0,self
PGOD21_2622,PERB16_983,126,2,0.9069767441860465,14394,0.37209302325581395,F5,F,5,F5,F,5,PERB16_983,2,0.9069767441860465,0,self
PGOD21_100,PERB16_1020,131,0,0.8383233532934131,14395,0.27808238943799146,C3,C,3,C4,C,4,PERB16_1012,0,0.4491017964071856,0.3892215568862275,not_self
PGOD21_101,PERB16_1013,73,0,0.9955555555555555,14395,0.5066666666666666,D3,D,3,D3,D,3,PERB16_1013,0,0.9955555555555555,0,self
PGOD21_102,PERB16_1016,172,0,0.8650793650793651,14395,0.2857142857142857,B4,B,4,G3,G,3,PERB16_1019,0,0.5,0.3650793650793651,not_self
PGOD21_103,PERB16_1015,19,0,1,14395,0.48028673835125446,B4,B,4,F3,F,3,PERB16_1019,0,0.4157706093189964,0.5842293906810037,not_self
PGOD21_104,PERB16_1006,97,2,0.681592039800995,14395,0.12437810945273631,B4,B,4,E2,E,2,PERB16_1019,0,0.4129353233830846,0.26865671641791045,not_self
PGOD21_105,PERB16_1006,224,2,0.9594594594594594,14395,0.41891891891891886,B4,B,4,E2,E,2,PERB16_1019,0,0.44594594594594594,0.5135135135135135,not_self
PGOD21_107,PERB16_1032,204,0,0.9361702127659575,14395,0.3829787234042553,G4,G,4,G5,G,5,PERB16_1024,0,0.46808510638297873,0.46808510638297873,not_self
PGOD21_108,PERB16_1025,112,2,0.7945945945945946,14395,0.24083115373437958,G4,G,4,H4,H,4,PERB16_1024,0,0.5376344086021505,0.2569601859924441,not_self
PGOD21_109,PERB16_1026,40,2,0.9494163424124513,14395,0.4532923114046994,A5,A,5,A5,A,5,PERB16_1026,2,0.9494163424124513,0,self
PGOD21_110,PERB16_1039,56,0,0.7066115702479339,14395,0.14462809917355368,F5,F,5,F6,F,6,PERB16_1031,1,0.4628099173553719,0.24380165289256195,not_self
PGOD21_111,PERB16_1033,130,2,0.6488095238095238,14395,0.07142857142857151,H5,H,5,H5,H,5,PERB16_1033,2,0.6488095238095238,0,self
PGOD21_112,PERB16_1035,45,1,0.8537549407114624,14395,0.3399209486166007,B6,B,6,B6,B,6,PERB16_1035,1,0.8537549407114624,0,self
PGOD21_113,PERB16_1036,44,1,0.9644268774703557,14395,0.444741838100277,C6,C,6,C6,C,6,PERB16_1036,1,0.9644268774703557,0,self
PGOD21_114,PERB16_1039,32,0,0.7142857142857143,14395,0.15037593984962405,F6,F,6,F6,F,6,PERB16_1039,0,0.7142857142857143,0,self
PGOD21_115,PERB16_1040,100,1,0.8232323232323232,14395,0.25757575757575757,G6,G,6,G6,G,6,PERB16_1040,1,0.8232323232323232,0,self
PGOD21_116,PERB16_1041,41,1,0.734375,14395,0.21875,H6,H,6,H6,H,6,PERB16_1041,1,0.734375,0,self
PGOD21_552,PERB16_994,11,2,0.9895104895104895,14395,0.4842840086742526,A1,A,1,A1,A,1,PERB16_994,2,0.9895104895104895,0,self
PGOD21_553,PERB16_995,92,0,0.9951456310679612,14395,0.48058252427184467,B1,B,1,B1,B,1,PERB16_995,0,0.9951456310679612,0,self
PGOD21_554,PERB16_996,63,1,0.9957446808510638,14395,0.4723404255319149,C1,C,1,C1,C,1,PERB16_996,1,0.9957446808510638,0,self
PGOD21_555,PERB16_1037,60,1,0.8151260504201681,14395,0.2899159663865546,D1,D,1,D6,D,6,PERB16_997,0,0.4789915966386555,0.3361344537815126,not_self
PGOD21_556,PERB16_997,97,0,0.7860696517412935,14395,0.2139303482587065,D1,D,1,D1,D,1,PERB16_997,0,0.7860696517412935,0,self
PGOD21_557,PERB16_1029,11,0,0.9860627177700348,14395,0.4668989547038328,E1,E,1,D5,D,5,PERB16_998,1,0.42160278745644597,0.5644599303135889,not_self
PGOD21_558,PERB16_1038,111,0,0.8235294117647058,14395,0.267379679144385,E1,E,1,E6,E,6,PERB16_998,1,0.47058823529411764,0.3529411764705882,not_self
PGOD21_559,PERB16_1032,55,0,0.6460905349794238,14395,0.024691358024691357,E1,E,1,G5,G,5,PERB16_998,1,0.4732510288065844,0.17283950617283944,not_self
PGOD21_560,PERB16_998,106,1,0.71875,14395,0.18229166666666663,E1,E,1,E1,E,1,PERB16_998,1,0.71875,0,self
PGOD21_561,PERB16_1022,106,1,0.765625,14395,0.21875,E1,E,1,E4,E,4,PERB16_998,1,0.5,0.265625,not_self
PGOD21_562,PERB16_999,103,0,0.9487179487179487,14395,0.3897435897435897,F1,F,1,F1,F,1,PERB16_999,0,0.9487179487179487,0,self
PGOD21_563,PERB16_1001,33,0,0.9924528301886792,14395,0.48866495140080046,H1,H,1,H1,H,1,PERB16_1001,0,0.9924528301886792,0,self
PGOD21_564,PERB16_1002,90,1,0.9711538461538461,14395,0.46634615384615385,A2,A,2,A2,A,2,PERB16_1002,1,0.9711538461538461,0,self
PGOD21_565,PERB16_1003,163,0,0.9629629629629629,14395,0.45185185185185184,B2,B,2,B2,B,2,PERB16_1003,0,0.9629629629629629,0,self
PGOD21_566,PERB16_1004,30,1,0.6591760299625468,14395,0.062161104589412486,C2,C,2,C2,C,2,PERB16_1004,1,0.6591760299625468,0,self
PGOD21_567,PERB16_1017,100,0,0.7828282828282829,14395,0.19191919191919193,C2,C,2,H3,H,3,PERB16_1004,1,0.4393939393939394,0.3434343434343435,not_self
PGOD21_568,PERB16_1024,143,0,0.9096774193548387,14395,0.3512358609132803,C2,C,2,G4,G,4,PERB16_1004,1,0.42857142857142855,0.48110599078341015,not_self
PGOD21_569,PERB16_1024,54,0,0.8442622950819673,14395,0.27579756479151085,D2,D,2,G4,G,4,PERB16_1005,1,0.45491803278688525,0.389344262295082,not_self
PGOD21_570,PERB16_1028,185,1,0.8407079646017699,14395,0.2654867256637168,E2,E,2,C5,C,5,PERB16_1006,2,0.49557522123893805,0.34513274336283184,not_self
PGOD21_96,PERB16_1038,31,0,0.8014981273408239,14395,0.23970037453183513,E2,E,2,E6,E,6,PERB16_1006,2,0.4528301886792453,0.34866793866157864,not_self
PGOD21_97,PERB16_1031,14,1,0.9964788732394366,14395,0.512379933310108,F2,F,2,F5,F,5,PERB16_1007,0,0.4612676056338028,0.5352112676056338,not_self
PGOD21_98,PERB16_1008,32,1,0.9661654135338346,14395,0.45112781954887216,G2,G,2,G2,G,2,PERB16_1008,1,0.9661654135338346,0,self
PGOD21_99,PERB16_1009,146,0,0.7368421052631579,14395,0.1578947368421052,H2,H,2,H2,H,2,PERB16_1009,0,0.7368421052631579,0,self
PGOD21_2201,PERB16_3868,144,0,0.6623376623376623,14398,0.11688311688311692,C3,C,3,C3,C,3,PERB16_3868,0,0.6623376623376623,0,self
PGOD21_2202,PERB16_3869,13,1,0.9612676056338029,14398,0.44196936001976783,D3,D,3,D3,D,3,PERB16_3869,1,0.9612676056338029,0,self
PGOD21_2203,PERB16_3870,52,1,0.7032520325203252,14398,0.04878048780487809,E3,E,3,E3,E,3,PERB16_3870,1,0.7032520325203252,0,self
PGOD21_2204,PERB16_3876,59,0,0.8577405857740585,14398,0.309623430962343,C4,C,4,C4,C,4,PERB16_3876,0,0.8577405857740585,0,self
PGOD21_2205,PERB16_3885,70,0,0.7894736842105263,14398,0.23684210526315785,D4,D,4,D5,D,5,PERB16_3877,0,0.4605263157894737,0.32894736842105265,not_self
PGOD21_2206,PERB16_3877,13,0,0.9368421052631579,14398,0.44912280701754387,D4,D,4,D4,D,4,PERB16_3877,0,0.9368421052631579,0,self
PGOD21_2207,PERB16_3861,131,1,0.5868263473053892,14398,0.029940119760479056,E4,E,4,D2,D,2,PERB16_3878,0,0.5508982035928144,0.0359281437125748,not_self
PGOD21_2208,PERB16_3883,63,1,0.7777777777777778,14398,0.2350427350427351,C5,C,5,B5,B,5,PERB16_3884,1,0.5427350427350427,0.2350427350427351,not_self
PGOD21_2209,PERB16_3886,59,1,0.8368200836820083,14398,0.2635983263598326,E5,E,5,E5,E,5,PERB16_3886,1,0.8368200836820083,0,self
PGOD21_6281,PERB16_2202,2,2,1,14400,0.5118644067796609,B2,B,2,B2,B,2,PERB16_2202,2,1,0,self
PGOD21_6282,PERB16_2203,0,1,0.9966329966329966,14400,0.5152770644296067,C2,C,2,C2,C,2,PERB16_2203,1,0.9966329966329966,0,self
PGOD21_6283,PERB16_2204,9,4,0.986013986013986,14400,0.45476398601398604,D2,D,2,D2,D,2,PERB16_2204,4,0.986013986013986,0,self
PGOD21_6284,PERB16_2212,23,0,0.6254545454545455,14400,0.043636363636363695,E2,E,2,D3,D,3,PERB16_2205,1,0.4562043795620438,0.1692501658925017,not_self
PGOD21_6285,PERB16_2205,63,1,0.8851063829787233,14400,0.35744680851063826,E2,E,2,E2,E,2,PERB16_2205,1,0.8851063829787233,0,self
PGOD21_6286,PERB16_2206,2,0,0.6993243243243243,14400,0.038307375171781954,F2,F,2,F2,F,2,PERB16_2206,0,0.6993243243243243,0,self
PGOD21_6287,PERB16_2205,81,1,0.6388888888888888,14400,0.09050179211469533,F2,F,2,E2,E,2,PERB16_2206,0,0.45622119815668205,0.1826676907322068,not_self
PGOD21_6288,PERB16_2207,78,1,0.7954545454545454,14400,0.28181818181818175,G2,G,2,G2,G,2,PERB16_2207,1,0.7954545454545454,0,self
PGOD21_6289,PERB16_2208,18,1,0.989247311827957,14400,0.48028673835125446,H2,H,2,H2,H,2,PERB16_2208,1,0.989247311827957,0,self
PGOD21_6290,PERB16_2210,21,0,0.8592057761732852,14400,0.3249097472924187,B3,B,3,B3,B,3,PERB16_2210,0,0.8592057761732852,0,self
PGOD21_6291,PERB16_2212,56,0,0.9917355371900827,14400,0.5082644628099173,D3,D,3,D3,D,3,PERB16_2212,0,0.9917355371900827,0,self
PGOD21_6292,PERB16_2213,7,0,0.7972508591065293,14400,0.2405498281786942,E3,E,3,E3,E,3,PERB16_2213,0,0.7972508591065293,0,self
PGOD21_6293,PERB16_2221,53,1,0.8032786885245902,14400,0.2909836065573771,F3,F,3,E4,E,4,PERB16_2214,0,0.4530612244897959,0.35021746403479426,not_self
PGOD21_6294,PERB16_2214,9,0,0.9619377162629758,14400,0.46888216070742017,F3,F,3,F3,F,3,PERB16_2214,0,0.9619377162629758,0,self
PGOD21_6295,PERB16_2228,2,1,1,14400,0.5337837837837838,F3,F,3,D5,D,5,PERB16_2214,0,0.40202702702702703,0.597972972972973,not_self
PGOD21_6296,PERB16_2216,15,0,0.823321554770318,14400,0.298498859734857,H3,H,3,H3,H,3,PERB16_2216,0,0.823321554770318,0,self
PGOD21_6297,PERB16_2218,25,3,0.875,14400,0.3182234432234432,B4,B,4,B4,B,4,PERB16_2218,3,0.875,0,self
PGOD21_6298,PERB16_2219,50,1,0.842741935483871,14400,0.2921346480344783,C4,C,4,C4,C,4,PERB16_2219,1,0.842741935483871,0,self
PGOD21_6299,PERB16_2220,12,1,0.9370629370629371,14400,0.44934363881732303,D4,D,4,D4,D,4,PERB16_2220,1,0.9370629370629371,0,self
PGOD21_6300,PERB16_2222,19,2,0.992831541218638,14400,0.5268817204301075,F4,F,4,F4,F,4,PERB16_2222,2,0.992831541218638,0,self
PGOD21_6302,PERB16_2224,18,0,0.6214285714285714,14400,0.021428571428571463,H4,H,4,H4,H,4,PERB16_2224,0,0.6214285714285714,0,self
PGOD21_6303,PERB16_2212,31,0,0.6554307116104869,14400,0.042648756723268844,D5,D,5,D3,D,3,PERB16_2228,1,0.4756554307116105,0.17977528089887646,not_self
PGOD21_6304,PERB16_2212,23,0,0.6872727272727273,14400,0.1527272727272727,E5,E,5,D3,D,3,PERB16_2229,1,0.4343065693430657,0.25296615792966154,not_self
PGOD21_6305,PERB16_2229,31,1,0.9887640449438202,14400,0.492551923731699,E5,E,5,E5,E,5,PERB16_2229,1,0.9887640449438202,0,self
PGOD21_6306,PERB16_2213,10,0,0.8229166666666666,14400,0.28125,E5,E,5,E3,E,3,PERB16_2229,1,0.445993031358885,0.3769236353077816,not_self
PGOD21_6307,PERB16_2230,12,0,0.9755244755244755,14400,0.48780517727886147,F5,F,5,F5,F,5,PERB16_2230,0,0.9755244755244755,0,self
PGOD21_6308,PERB16_2231,13,0,0.9859649122807017,14400,0.49473684210526314,G5,G,5,G5,G,5,PERB16_2231,0,0.9859649122807017,0,self
PGOD21_6309,PERB16_2232,4,1,0.9931740614334471,14400,0.4931740614334471,H5,H,5,H5,H,5,PERB16_2232,1,0.9931740614334471,0,self
PGOD21_3243,PERB16_5063,145,0,0.6993464052287581,14402,0.1633986928104575,E2,E,2,E2,E,2,PERB16_5063,0,0.6993464052287581,0,self
PGOD21_3245,PERB16_5065,11,0,1,14402,0.5017543859649123,G2,G,2,G2,G,2,PERB16_5065,0,1,0,self
PGOD21_3246,PERB16_5071,3,2,0.9966101694915255,14402,0.4830047273146547,E3,E,3,E3,E,3,PERB16_5071,2,0.9966101694915255,0,self
PGOD21_3247,PERB16_5072,31,1,0.9925093632958801,14402,0.49063670411985016,F3,F,3,F3,F,3,PERB16_5072,1,0.9925093632958801,0,self
PGOD21_3248,PERB16_5073,8,0,1,14402,0.5155709342560554,G3,G,3,G3,G,3,PERB16_5073,0,1,0,self
PGOD21_3249,PERB16_5079,19,1,1,14402,0.49820788530465954,E4,E,4,E4,E,4,PERB16_5079,1,1,0,self
PGOD21_3250,PERB16_5080,29,0,0.9962825278810409,14402,0.5112079010153692,F4,F,4,F4,F,4,PERB16_5080,0,0.9962825278810409,0,self
PGOD21_3251,PERB16_5081,27,1,0.9372693726937269,14402,0.4261582615826158,G4,G,4,G4,G,4,PERB16_5081,1,0.9372693726937269,0,self
PGOD21_3252,PERB16_5087,38,1,0.9923076923076923,14402,0.5038461538461538,E5,E,5,E5,E,5,PERB16_5087,1,0.9923076923076923,0,self
PGOD21_3253,PERB16_5088,53,2,0.8559670781893004,14402,0.2576064224515955,F5,F,5,F5,F,5,PERB16_5088,2,0.8559670781893004,0,self
PGOD21_3254,PERB16_5089,1,1,1,14402,0.4966216216216216,G5,G,5,G5,G,5,PERB16_5089,1,1,0,self
PGOD21_5508,PPADDY16_2949,2,6,0.979381443298969,14403,0.4996517135692393,vial,NA,NA,G2,G,2,NA,NA,NA,NA,not_self
PGOD21_5509,PPADDY16_2953,1,0,1,14403,0.5050847457627119,vial,NA,NA,C3,C,3,NA,NA,NA,NA,not_self
PGOD21_5510,PPADDY16_2945,39,0,0.9961389961389961,14403,0.5212355212355213,vial,NA,NA,C2,C,2,NA,NA,NA,NA,not_self
PGOD21_5511,PPADDY16_2955,120,0,1,14403,0.5,vial,NA,NA,E3,E,3,NA,NA,NA,NA,not_self
PGOD21_5513,PPADDY16_2953,220,0,0.8717948717948718,14403,0.35897435897435903,vial,NA,NA,C3,C,3,NA,NA,NA,NA,not_self
PGOD21_9085,PPADDY16_2944,15,3,0.6785714285714286,14403,0.015450861195542065,B2,B,2,B2,B,2,PPADDY16_2944,3,0.6785714285714286,0,self
PGOD21_9086,PPADDY16_2954,90,2,0.9326923076923077,14403,0.41826923076923084,D2,D,2,D3,D,3,PPADDY16_2946,1,0.4855769230769231,0.44711538461538464,not_self
PGOD21_9087,PPADDY16_2946,26,1,0.9963235294117647,14403,0.49447851096158024,D2,D,2,D2,D,2,PPADDY16_2946,1,0.9963235294117647,0,self
PGOD21_9088,PPADDY16_2948,148,1,0.7,14403,0.12281879194630863,F2,F,2,F2,F,2,PPADDY16_2948,1,0.7,0,self
PGOD21_9089,PPADDY16_2950,206,6,0.967391304347826,14403,0.44565217391304346,H2,H,2,H2,H,2,PPADDY16_2950,6,0.967391304347826,0,self
PGOD21_9090,PPADDY16_2952,8,1,1,14403,0.5379310344827586,B3,B,3,B3,B,3,PPADDY16_2952,1,1,0,self
PGOD21_5851,PPADDY16_2166,33,4,0.9962121212121212,14404,0.5303030303030303,vial,NA,NA,D4,D,4,NA,NA,NA,NA,not_self
PGOD21_5852,PPADDY16_2167,79,0,0.9954337899543378,14404,0.502283105022831,vial,NA,NA,E4,E,4,NA,NA,NA,NA,not_self
PGOD21_5853,PPADDY16_2149,55,3,0.9793388429752066,14404,0.44377398941872126,vial,NA,NA,C2,C,2,NA,NA,NA,NA,not_self
PGOD21_5854,PPADDY16_2158,156,1,0.8450704225352113,14404,0.3380281690140845,vial,NA,NA,D3,D,3,NA,NA,NA,NA,not_self
PGOD21_5855,PPADDY16_2150,226,1,0.9722222222222222,14404,0.375,vial,NA,NA,D2,D,2,NA,NA,NA,NA,not_self
PGOD21_5856,PPADDY16_2162,34,3,0.9847908745247148,14404,0.4790874524714829,vial,NA,NA,H3,H,3,NA,NA,NA,NA,not_self
PGOD21_5857,PPADDY16_2152,199,3,0.9494949494949495,14404,0.4188827045969903,vial,NA,NA,F2,F,2,NA,NA,NA,NA,not_self
PGOD21_5858,PPADDY16_2169,122,6,0.7215909090909091,14404,0.20454545454545447,vial,NA,NA,G4,G,4,NA,NA,NA,NA,not_self
PGOD21_5859,PPADDY16_2153,23,2,0.9963503649635036,14404,0.4981818667950054,vial,NA,NA,G2,G,2,NA,NA,NA,NA,not_self
PGOD21_5860,PPADDY16_2156,10,0,0.9930555555555556,14404,0.48611111111111116,vial,NA,NA,B3,B,3,NA,NA,NA,NA,not_self
PGOD21_5861,PPADDY16_2178,183,3,0.9652173913043478,14404,0.4389016018306636,vial,NA,NA,H5,H,5,NA,NA,NA,NA,not_self
PGOD21_5862,PPADDY16_2142,13,1,0.8908450704225352,14404,0.39259945638744753,vial,NA,NA,D1,D,1,NA,NA,NA,NA,not_self
PGOD21_5863,PPADDY16_2152,181,3,0.9829059829059829,14404,0.4700854700854701,vial,NA,NA,F2,F,2,NA,NA,NA,NA,not_self
PGOD21_5917,PPADDY16_2140,3,1,1,14404,0.5340136054421769,B1,B,1,B1,B,1,PPADDY16_2140,1,1,0,self
PGOD21_5918,PPADDY16_2141,38,4,0.7576923076923077,14404,0.15384615384615385,C1,C,1,C1,C,1,PPADDY16_2141,4,0.7576923076923077,0,self
PGOD21_5919,PPADDY16_2143,87,2,0.8246445497630331,14404,0.31512074023922365,E1,E,1,E1,E,1,PPADDY16_2143,2,0.8246445497630331,0,self
PGOD21_5920,PPADDY16_2144,6,5,0.9965277777777778,14404,0.4965277777777778,F1,F,1,F1,F,1,PPADDY16_2144,5,0.9965277777777778,0,self
PGOD21_5921,PPADDY16_2145,153,8,0.8275862068965517,14404,0.29655172413793107,G1,G,1,G1,G,1,PPADDY16_2145,8,0.8275862068965517,0,self
PGOD21_5922,PPADDY16_2146,8,1,0.996551724137931,14404,0.5000239463601532,H1,H,1,H1,H,1,PPADDY16_2146,1,0.996551724137931,0,self
PGOD21_5923,PPADDY16_2147,8,5,1,14404,0.53125,A2,A,2,A2,A,2,PPADDY16_2147,5,1,0,self
